strategy,symbol,timeframe,total_return,annual_return,sharpe_ratio,max_drawdown,calmar_ratio,win_rate,total_trades,profit_factor,final_value
opening_range_breakout,SOLUSDT,4h,-74.30690335732957,-49.311641728429954,-0.6844821188649592,-88.34566803069967,-0.5581670593208307,38.39541547277937,698.0,0.8751523057101793,38.53964496400576
pin_bar_reversal,SOLUSDT,4h,-34.13931620069244,-18.845404443551338,-0.04924527111496262,-69.84592793248339,-0.2698139319126558,70.19867549668875,151.0,0.8277597226402965,98.79102569896126
regime_switcher,SOLUSDT,4h,-65.11230180559502,-40.93419077469185,-1.2531143125956032,-69.90400047551834,-0.585577227286552,36.95652173913043,138.0,0.5928135416618514,52.331547291607585
risk_parity,SOLUSDT,4h,-49.95260893087355,-29.255819271740478,-0.3135426172496794,-67.53437965333158,-0.4331989043494123,39.44954128440367,109.0,0.8027255181936906,75.07108660368962
rsi2_connors,SOLUSDT,1h,-60.05338487355332,-36.79666533603889,-1.1491075047803314,-66.1903429764921,-0.5559219620467512,61.60458452722063,698.0,0.8309404641145021,59.919922689669384
spot_perp_basis,SOLUSDT,1h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0
stochastic_reversal,SOLUSDT,1h,-58.51915848609529,-35.59437795199497,-0.3724419610936695,-78.78857059525747,-0.45177083024955283,60.204081632653065,294.0,0.7877013130356645,62.22126227085712
supertrend_follow,SOLUSDT,4h,-41.07904560473622,-23.240014072914416,0.015758176690196166,-65.9033829202473,-0.3526376498917851,38.46153846153847,104.0,0.8911629014176667,88.38143159289578
trend_donchian,SOLUSDT,4h,-69.0117727007153,-44.33292957296504,-0.8120919249780393,-76.14426942298448,-0.5822227977090939,35.0,80.0,0.59682567118955,46.482340948927046
trend_donchian_adaptive,SOLUSDT,4h,-85.9875444623358,-62.566785420346015,-1.4323842743609538,-88.16603483638767,-0.7096472642379014,27.472527472527474,91.0,0.4260646266188185,21.018683306496264
trend_donchian_adx_slope,SOLUSDT,4h,-51.518684457243545,-30.371474564833377,-0.3959036339413864,-71.5842905119414,-0.42427569439648116,41.25,80.0,0.736040552852213,72.72197331413462
trend_donchian_atr_trail,SOLUSDT,4h,-51.577854039567264,-30.413977006562053,-0.4529793418020005,-62.91907582223383,-0.48338244974371686,35.8974358974359,78.0,0.7417575487929635,72.633218940649
trend_donchian_chandelier,SOLUSDT,4h,-51.577854039567264,-30.413977006562053,-0.4529793418020005,-62.91907582223383,-0.48338244974371686,35.8974358974359,78.0,0.7417575487929635,72.633218940649
trend_donchian_keltner,SOLUSDT,4h,-16.17915028736001,-8.446272761487206,0.06833437754129895,-50.66582607743033,-0.16670551761218977,34.02061855670103,97.0,0.9286508106441161,125.7312745689601
trend_donchian_mtf,SOLUSDT,4h,-52.672976586113506,-31.20536109994726,-0.8853179331608662,-60.13235789152716,-0.5189445781627032,33.33333333333333,21.0,0.28315433201546397,70.99053512082973
trend_donchian_pyramid,SOLUSDT,4h,-79.6033236396736,-54.83732031829113,-0.9756170570860334,-84.74249706346198,-0.6471053157334334,32.743362831858406,113.0,0.5762665093165286,30.59501454048965
