strategy,symbol,params,return_pct,sharpe,max_dd,trades,win_rate
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 20, 'kc_atr': 14, 'kc_mult': 1.5, 'adx_period': 14, 'adx_threshold': 20, 'leverage': 2}",11.866000178706622,0.2656593223297244,50.66547056688297,165,33.53658536585366
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 20, 'kc_atr': 14, 'kc_mult': 1.5, 'adx_period': 14, 'adx_threshold': 25, 'leverage': 2}",36.29903825059178,0.4631479293351387,49.944412385003524,122,36.885245901639344
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 20, 'kc_atr': 14, 'kc_mult': 1.5, 'adx_period': 14, 'adx_threshold': 30, 'leverage': 2}",50.222225995507486,0.606307189784772,44.891219247457585,85,36.470588235294116
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 20, 'kc_atr': 14, 'kc_mult': 2.0, 'adx_period': 14, 'adx_threshold': 20, 'leverage': 2}",33.43663462619145,0.44219059702432606,44.78714025207258,123,37.39837398373984
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 20, 'kc_atr': 14, 'kc_mult': 2.0, 'adx_period': 14, 'adx_threshold': 25, 'leverage': 2}",51.08070554985804,0.5827816752420256,45.76420937078801,96,39.58333333333333
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 20, 'kc_atr': 14, 'kc_mult': 2.0, 'adx_period': 14, 'adx_threshold': 30, 'leverage': 2}",87.20813268782426,0.8883533900945499,35.926714093703424,68,41.17647058823529
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 30, 'kc_atr': 7, 'kc_mult': 1.5, 'adx_period': 14, 'adx_threshold': 20, 'leverage': 2}",47.42055821230681,0.5164574690076148,50.36485016750343,139,34.53237410071942
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 30, 'kc_atr': 7, 'kc_mult': 1.5, 'adx_period': 14, 'adx_threshold': 25, 'leverage': 2}",47.45236048658526,0.5298628538781384,50.98095192936094,102,40.19607843137255
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 30, 'kc_atr': 7, 'kc_mult': 1.5, 'adx_period': 14, 'adx_threshold': 30, 'leverage': 2}",52.78848620836404,0.5988879316104243,40.30761009482586,73,38.35616438356164
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 30, 'kc_atr': 7, 'kc_mult': 2.0, 'adx_period': 14, 'adx_threshold': 20, 'leverage': 2}",56.66126128592148,0.5830979952524351,36.94179311031745,113,33.6283185840708
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 30, 'kc_atr': 7, 'kc_mult': 2.0, 'adx_period': 14, 'adx_threshold': 25, 'leverage': 2}",32.61416999133389,0.43306859441857815,48.72665955626829,90,35.55555555555556
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 30, 'kc_atr': 7, 'kc_mult': 2.0, 'adx_period': 14, 'adx_threshold': 30, 'leverage': 2}",31.531195612091235,0.4398409232058377,46.08762037494969,70,34.285714285714285
